Beach,Image,Results,Seal Conf Lvl,Clump Conf Lvl,Overlap,Clump Threshold,Ground Truth,Median Prop Diff
LN,DJI_0786,3.0,38,40,21,5,3,0.0
LN,DJI_0786,3.0,38,40,21,6,3,0.0
LN,DJI_0786,3.0,40,40,21,5,3,0.0
LN,DJI_0786,3.0,40,40,21,6,3,0.0
LN,DJI_0788,53.86000000000001,30,30,20,5,19,1.8347368421052634
LN,DJI_0788,93.72000000000001,30,30,20,6,19,3.932631578947369
LN,DJI_0788,52.86000000000001,32,30,20,5,19,1.782105263157895
LN,DJI_0788,92.72000000000001,32,30,20,6,19,3.880000000000001
LN,DJI_0788,50.86000000000001,34,30,20,5,19,1.6768421052631581
LN,DJI_0788,90.72000000000001,34,30,20,6,19,3.774736842105264
LN,DJI_0788,50.86000000000001,36,30,20,5,19,1.6768421052631581
LN,DJI_0788,90.72000000000001,36,30,20,6,19,3.774736842105264
LN,DJI_0788,49.86000000000001,38,30,20,5,19,1.6242105263157898
LN,DJI_0788,89.72000000000001,38,30,20,6,19,3.7221052631578955
LN,DJI_0788,49.86000000000001,40,30,20,5,19,1.6242105263157898
LN,DJI_0788,89.72000000000001,40,30,20,6,19,3.7221052631578955
LN,DJI_0788,51.510000000000005,30,32,20,5,19,1.7110526315789476
LN,DJI_0788,89.02000000000001,30,32,20,6,19,3.6852631578947372
LN,DJI_0788,50.510000000000005,32,32,20,5,19,1.6584210526315792
LN,DJI_0788,88.02000000000001,32,32,20,6,19,3.632631578947369
LN,DJI_0788,48.510000000000005,34,32,20,5,19,1.5531578947368423
LN,DJI_0788,86.02000000000001,34,32,20,6,19,3.527368421052632
LN,DJI_0788,48.510000000000005,36,32,20,5,19,1.5531578947368423
LN,DJI_0788,86.02000000000001,36,32,20,6,19,3.527368421052632
LN,DJI_0788,47.510000000000005,38,32,20,5,19,1.500526315789474
LN,DJI_0788,85.02000000000001,38,32,20,6,19,3.474736842105264
LN,DJI_0788,47.510000000000005,40,32,20,5,19,1.500526315789474
LN,DJI_0788,85.02000000000001,40,32,20,6,19,3.474736842105264
LN,DJI_0788,50.900000000000006,30,34,20,5,19,1.678947368421053
LN,DJI_0788,86.80000000000001,30,34,20,6,19,3.5684210526315794
LN,DJI_0788,49.900000000000006,32,34,20,5,19,1.6263157894736846
LN,DJI_0788,85.80000000000001,32,34,20,6,19,3.5157894736842112
LN,DJI_0788,47.900000000000006,34,34,20,5,19,1.5210526315789477
LN,DJI_0788,83.80000000000001,34,34,20,6,19,3.410526315789474
LN,DJI_0788,47.900000000000006,36,34,20,5,19,1.5210526315789477
LN,DJI_0788,83.80000000000001,36,34,20,6,19,3.410526315789474
LN,DJI_0788,46.900000000000006,38,34,20,5,19,1.4684210526315793
LN,DJI_0788,82.80000000000001,38,34,20,6,19,3.357894736842106
LN,DJI_0788,46.900000000000006,40,34,20,5,19,1.4684210526315793
LN,DJI_0788,82.80000000000001,40,34,20,6,19,3.357894736842106
LN,DJI_0788,50.900000000000006,30,36,20,5,19,1.678947368421053
LN,DJI_0788,86.80000000000001,30,36,20,6,19,3.5684210526315794
LN,DJI_0788,49.900000000000006,32,36,20,5,19,1.6263157894736846
LN,DJI_0788,85.80000000000001,32,36,20,6,19,3.5157894736842112
LN,DJI_0788,47.900000000000006,34,36,20,5,19,1.5210526315789477
LN,DJI_0788,83.80000000000001,34,36,20,6,19,3.410526315789474
LN,DJI_0788,47.900000000000006,36,36,20,5,19,1.5210526315789477
LN,DJI_0788,83.80000000000001,36,36,20,6,19,3.410526315789474
LN,DJI_0788,46.900000000000006,38,36,20,5,19,1.4684210526315793
LN,DJI_0788,82.80000000000001,38,36,20,6,19,3.357894736842106
LN,DJI_0788,46.900000000000006,40,36,20,5,19,1.4684210526315793
LN,DJI_0788,82.80000000000001,40,36,20,6,19,3.357894736842106
LN,DJI_0788,50.900000000000006,30,38,20,5,19,1.678947368421053
LN,DJI_0788,86.80000000000001,30,38,20,6,19,3.5684210526315794
LN,DJI_0788,49.900000000000006,32,38,20,5,19,1.6263157894736846
LN,DJI_0788,85.80000000000001,32,38,20,6,19,3.5157894736842112
LN,DJI_0788,47.900000000000006,34,38,20,5,19,1.5210526315789477
LN,DJI_0788,83.80000000000001,34,38,20,6,19,3.410526315789474
LN,DJI_0788,47.900000000000006,36,38,20,5,19,1.5210526315789477
LN,DJI_0788,83.80000000000001,36,38,20,6,19,3.410526315789474
LN,DJI_0788,46.900000000000006,38,38,20,5,19,1.4684210526315793
LN,DJI_0788,82.80000000000001,38,38,20,6,19,3.357894736842106
LN,DJI_0788,46.900000000000006,40,38,20,5,19,1.4684210526315793
LN,DJI_0788,82.80000000000001,40,38,20,6,19,3.357894736842106
LN,DJI_0788,50.900000000000006,30,40,20,5,19,1.678947368421053
LN,DJI_0788,86.80000000000001,30,40,20,6,19,3.5684210526315794
LN,DJI_0788,49.900000000000006,32,40,20,5,19,1.6263157894736846
LN,DJI_0788,85.80000000000001,32,40,20,6,19,3.5157894736842112
LN,DJI_0788,47.900000000000006,34,40,20,5,19,1.5210526315789477
LN,DJI_0788,83.80000000000001,34,40,20,6,19,3.410526315789474
LN,DJI_0788,47.900000000000006,36,40,20,5,19,1.5210526315789477
LN,DJI_0788,83.80000000000001,36,40,20,6,19,3.410526315789474
LN,DJI_0788,46.900000000000006,38,40,20,5,19,1.4684210526315793
LN,DJI_0788,82.80000000000001,38,40,20,6,19,3.357894736842106
LN,DJI_0788,46.900000000000006,40,40,20,5,19,1.4684210526315793
LN,DJI_0788,82.80000000000001,40,40,20,6,19,3.357894736842106
LN,DJI_0788,53.86000000000001,30,30,21,5,19,1.8347368421052634
LN,DJI_0788,93.72000000000001,30,30,21,6,19,3.932631578947369
LN,DJI_0788,52.86000000000001,32,30,21,5,19,1.782105263157895
LN,DJI_0788,92.72000000000001,32,30,21,6,19,3.880000000000001
LN,DJI_0788,50.86000000000001,34,30,21,5,19,1.6768421052631581
LN,DJI_0788,90.72000000000001,34,30,21,6,19,3.774736842105264
LN,DJI_0788,50.86000000000001,36,30,21,5,19,1.6768421052631581
LN,DJI_0788,90.72000000000001,36,30,21,6,19,3.774736842105264
LN,DJI_0788,49.86000000000001,38,30,21,5,19,1.6242105263157898
LN,DJI_0788,89.72000000000001,38,30,21,6,19,3.7221052631578955
LN,DJI_0788,49.86000000000001,40,30,21,5,19,1.6242105263157898
LN,DJI_0788,89.72000000000001,40,30,21,6,19,3.7221052631578955
LN,DJI_0788,51.510000000000005,30,32,21,5,19,1.7110526315789476
LN,DJI_0788,89.02000000000001,30,32,21,6,19,3.6852631578947372
LN,DJI_0788,50.510000000000005,32,32,21,5,19,1.6584210526315792
LN,DJI_0788,88.02000000000001,32,32,21,6,19,3.632631578947369
LN,DJI_0788,48.510000000000005,34,32,21,5,19,1.5531578947368423
LN,DJI_0788,86.02000000000001,34,32,21,6,19,3.527368421052632
LN,DJI_0788,48.510000000000005,36,32,21,5,19,1.5531578947368423
LN,DJI_0788,86.02000000000001,36,32,21,6,19,3.527368421052632
LN,DJI_0788,47.510000000000005,38,32,21,5,19,1.500526315789474
LN,DJI_0788,85.02000000000001,38,32,21,6,19,3.474736842105264
LN,DJI_0788,47.510000000000005,40,32,21,5,19,1.500526315789474
LN,DJI_0788,85.02000000000001,40,32,21,6,19,3.474736842105264
LN,DJI_0788,50.900000000000006,30,34,21,5,19,1.678947368421053
LN,DJI_0788,86.80000000000001,30,34,21,6,19,3.5684210526315794
LN,DJI_0788,49.900000000000006,32,34,21,5,19,1.6263157894736846
LN,DJI_0788,85.80000000000001,32,34,21,6,19,3.5157894736842112
LN,DJI_0788,47.900000000000006,34,34,21,5,19,1.5210526315789477
LN,DJI_0788,83.80000000000001,34,34,21,6,19,3.410526315789474
LN,DJI_0788,47.900000000000006,36,34,21,5,19,1.5210526315789477
LN,DJI_0788,83.80000000000001,36,34,21,6,19,3.410526315789474
LN,DJI_0788,46.900000000000006,38,34,21,5,19,1.4684210526315793
LN,DJI_0788,82.80000000000001,38,34,21,6,19,3.357894736842106
LN,DJI_0788,46.900000000000006,40,34,21,5,19,1.4684210526315793
LN,DJI_0788,82.80000000000001,40,34,21,6,19,3.357894736842106
LN,DJI_0788,50.900000000000006,30,36,21,5,19,1.678947368421053
LN,DJI_0788,86.80000000000001,30,36,21,6,19,3.5684210526315794
LN,DJI_0788,49.900000000000006,32,36,21,5,19,1.6263157894736846
LN,DJI_0788,85.80000000000001,32,36,21,6,19,3.5157894736842112
LN,DJI_0788,47.900000000000006,34,36,21,5,19,1.5210526315789477
LN,DJI_0788,83.80000000000001,34,36,21,6,19,3.410526315789474
LN,DJI_0788,47.900000000000006,36,36,21,5,19,1.5210526315789477
LN,DJI_0788,83.80000000000001,36,36,21,6,19,3.410526315789474
LN,DJI_0788,46.900000000000006,38,36,21,5,19,1.4684210526315793
LN,DJI_0788,82.80000000000001,38,36,21,6,19,3.357894736842106
LN,DJI_0788,46.900000000000006,40,36,21,5,19,1.4684210526315793
LN,DJI_0788,82.80000000000001,40,36,21,6,19,3.357894736842106
LN,DJI_0788,50.900000000000006,30,38,21,5,19,1.678947368421053
LN,DJI_0788,86.80000000000001,30,38,21,6,19,3.5684210526315794
LN,DJI_0788,49.900000000000006,32,38,21,5,19,1.6263157894736846
LN,DJI_0788,85.80000000000001,32,38,21,6,19,3.5157894736842112
LN,DJI_0788,47.900000000000006,34,38,21,5,19,1.5210526315789477
LN,DJI_0788,83.80000000000001,34,38,21,6,19,3.410526315789474
LN,DJI_0788,47.900000000000006,36,38,21,5,19,1.5210526315789477
LN,DJI_0788,83.80000000000001,36,38,21,6,19,3.410526315789474
LN,DJI_0788,46.900000000000006,38,38,21,5,19,1.4684210526315793
LN,DJI_0788,82.80000000000001,38,38,21,6,19,3.357894736842106
LN,DJI_0788,46.900000000000006,40,38,21,5,19,1.4684210526315793
LN,DJI_0788,82.80000000000001,40,38,21,6,19,3.357894736842106
LN,DJI_0788,50.900000000000006,30,40,21,5,19,1.678947368421053
LN,DJI_0788,86.80000000000001,30,40,21,6,19,3.5684210526315794
LN,DJI_0788,49.900000000000006,32,40,21,5,19,1.6263157894736846
LN,DJI_0788,85.80000000000001,32,40,21,6,19,3.5157894736842112
LN,DJI_0788,47.900000000000006,34,40,21,5,19,1.5210526315789477
LN,DJI_0788,83.80000000000001,34,40,21,6,19,3.410526315789474
LN,DJI_0788,47.900000000000006,36,40,21,5,19,1.5210526315789477
LN,DJI_0788,83.80000000000001,36,40,21,6,19,3.410526315789474
LN,DJI_0788,46.900000000000006,38,40,21,5,19,1.4684210526315793
LN,DJI_0788,82.80000000000001,38,40,21,6,19,3.357894736842106
LN,DJI_0788,46.900000000000006,40,40,21,5,19,1.4684210526315793
LN,DJI_0788,82.80000000000001,40,40,21,6,19,3.357894736842106
LN,DJI_0789,84.16999999999999,30,30,20,5,41,1.0529268292682923
LN,DJI_0789,150.33999999999997,30,30,20,6,41,2.666829268292682
LN,DJI_0789,83.16999999999999,32,30,20,5,41,1.0285365853658535
LN,DJI_0789,149.33999999999997,32,30,20,6,41,2.642439024390243
LN,DJI_0789,83.16999999999999,34,30,20,5,41,1.0285365853658535
LN,DJI_0789,149.33999999999997,34,30,20,6,41,2.642439024390243
LN,DJI_0789,83.16999999999999,36,30,20,5,41,1.0285365853658535
LN,DJI_0789,149.33999999999997,36,30,20,6,41,2.642439024390243
LN,DJI_0789,83.16999999999999,38,30,20,5,41,1.0285365853658535
LN,DJI_0789,149.33999999999997,38,30,20,6,41,2.642439024390243
LN,DJI_0789,83.16999999999999,40,30,20,5,41,1.0285365853658535
LN,DJI_0789,149.33999999999997,40,30,20,6,41,2.642439024390243
LN,DJI_0789,84.16999999999999,30,32,20,5,41,1.0529268292682923
LN,DJI_0789,150.33999999999997,30,32,20,6,41,2.666829268292682
LN,DJI_0789,83.16999999999999,32,32,20,5,41,1.0285365853658535
LN,DJI_0789,149.33999999999997,32,32,20,6,41,2.642439024390243
LN,DJI_0789,83.16999999999999,34,32,20,5,41,1.0285365853658535
LN,DJI_0789,149.33999999999997,34,32,20,6,41,2.642439024390243
LN,DJI_0789,83.16999999999999,36,32,20,5,41,1.0285365853658535
LN,DJI_0789,149.33999999999997,36,32,20,6,41,2.642439024390243
LN,DJI_0789,83.16999999999999,38,32,20,5,41,1.0285365853658535
LN,DJI_0789,149.33999999999997,38,32,20,6,41,2.642439024390243
LN,DJI_0789,83.16999999999999,40,32,20,5,41,1.0285365853658535
LN,DJI_0789,149.33999999999997,40,32,20,6,41,2.642439024390243
LN,DJI_0789,83.25999999999999,30,34,20,5,41,1.030731707317073
LN,DJI_0789,147.51999999999998,30,34,20,6,41,2.5980487804878045
LN,DJI_0789,82.25999999999999,32,34,20,5,41,1.006341463414634
LN,DJI_0789,146.51999999999998,32,34,20,6,41,2.5736585365853655
LN,DJI_0789,81.25999999999999,34,34,20,5,41,0.9819512195121949
LN,DJI_0789,145.51999999999998,34,34,20,6,41,2.5492682926829264
LN,DJI_0789,81.25999999999999,36,34,20,5,41,0.9819512195121949
LN,DJI_0789,145.51999999999998,36,34,20,6,41,2.5492682926829264
LN,DJI_0789,81.25999999999999,38,34,20,5,41,0.9819512195121949
LN,DJI_0789,145.51999999999998,38,34,20,6,41,2.5492682926829264
LN,DJI_0789,81.25999999999999,40,34,20,5,41,0.9819512195121949
LN,DJI_0789,145.51999999999998,40,34,20,6,41,2.5492682926829264
LN,DJI_0789,81.88999999999999,30,36,20,5,41,0.9973170731707314
LN,DJI_0789,144.77999999999997,30,36,20,6,41,2.531219512195121
LN,DJI_0789,80.88999999999999,32,36,20,5,41,0.9729268292682923
LN,DJI_0789,143.77999999999997,32,36,20,6,41,2.506829268292682
LN,DJI_0789,79.88999999999999,34,36,20,5,41,0.9485365853658533
LN,DJI_0789,142.77999999999997,34,36,20,6,41,2.4824390243902434
LN,DJI_0789,79.88999999999999,36,36,20,5,41,0.9485365853658533
LN,DJI_0789,142.77999999999997,36,36,20,6,41,2.4824390243902434
LN,DJI_0789,79.88999999999999,38,36,20,5,41,0.9485365853658533
LN,DJI_0789,142.77999999999997,38,36,20,6,41,2.4824390243902434
LN,DJI_0789,79.88999999999999,40,36,20,5,41,0.9485365853658533
LN,DJI_0789,142.77999999999997,40,36,20,6,41,2.4824390243902434
LN,DJI_0789,81.16,30,38,20,5,41,0.9795121951219511
LN,DJI_0789,141.32,30,38,20,6,41,2.446829268292683
LN,DJI_0789,80.16,32,38,20,5,41,0.9551219512195122
LN,DJI_0789,140.32,32,38,20,6,41,2.422439024390244
LN,DJI_0789,79.16,34,38,20,5,41,0.9307317073170731
LN,DJI_0789,139.32,34,38,20,6,41,2.398048780487805
LN,DJI_0789,78.16,36,38,20,5,41,0.9063414634146341
LN,DJI_0789,138.32,36,38,20,6,41,2.3736585365853657
LN,DJI_0789,77.16,38,38,20,5,41,0.881951219512195
LN,DJI_0789,137.32,38,38,20,6,41,2.3492682926829267
LN,DJI_0789,77.16,40,38,20,5,41,0.881951219512195
LN,DJI_0789,137.32,40,38,20,6,41,2.3492682926829267
LN,DJI_0789,81.16,30,40,20,5,41,0.9795121951219511
LN,DJI_0789,141.32,30,40,20,6,41,2.446829268292683
LN,DJI_0789,80.16,32,40,20,5,41,0.9551219512195122
LN,DJI_0789,140.32,32,40,20,6,41,2.422439024390244
LN,DJI_0789,79.16,34,40,20,5,41,0.9307317073170731
LN,DJI_0789,139.32,34,40,20,6,41,2.398048780487805
LN,DJI_0789,78.16,36,40,20,5,41,0.9063414634146341
LN,DJI_0789,138.32,36,40,20,6,41,2.3736585365853657
LN,DJI_0789,77.16,38,40,20,5,41,0.881951219512195
LN,DJI_0789,137.32,38,40,20,6,41,2.3492682926829267
LN,DJI_0789,77.16,40,40,20,5,41,0.881951219512195
LN,DJI_0789,137.32,40,40,20,6,41,2.3492682926829267
LN,DJI_0789,84.16999999999999,30,30,21,5,41,1.0529268292682923
LN,DJI_0789,150.33999999999997,30,30,21,6,41,2.666829268292682
LN,DJI_0789,83.16999999999999,32,30,21,5,41,1.0285365853658535
LN,DJI_0789,149.33999999999997,32,30,21,6,41,2.642439024390243
LN,DJI_0789,83.16999999999999,34,30,21,5,41,1.0285365853658535
LN,DJI_0789,149.33999999999997,34,30,21,6,41,2.642439024390243
LN,DJI_0789,83.16999999999999,36,30,21,5,41,1.0285365853658535
LN,DJI_0789,149.33999999999997,36,30,21,6,41,2.642439024390243
LN,DJI_0789,83.16999999999999,38,30,21,5,41,1.0285365853658535
LN,DJI_0789,149.33999999999997,38,30,21,6,41,2.642439024390243
LN,DJI_0789,83.16999999999999,40,30,21,5,41,1.0285365853658535
LN,DJI_0789,149.33999999999997,40,30,21,6,41,2.642439024390243
LN,DJI_0789,84.16999999999999,30,32,21,5,41,1.0529268292682923
LN,DJI_0789,150.33999999999997,30,32,21,6,41,2.666829268292682
LN,DJI_0789,83.16999999999999,32,32,21,5,41,1.0285365853658535
LN,DJI_0789,149.33999999999997,32,32,21,6,41,2.642439024390243
LN,DJI_0789,83.16999999999999,34,32,21,5,41,1.0285365853658535
LN,DJI_0789,149.33999999999997,34,32,21,6,41,2.642439024390243
LN,DJI_0789,83.16999999999999,36,32,21,5,41,1.0285365853658535
LN,DJI_0789,149.33999999999997,36,32,21,6,41,2.642439024390243
LN,DJI_0789,83.16999999999999,38,32,21,5,41,1.0285365853658535
LN,DJI_0789,149.33999999999997,38,32,21,6,41,2.642439024390243
LN,DJI_0789,83.16999999999999,40,32,21,5,41,1.0285365853658535
LN,DJI_0789,149.33999999999997,40,32,21,6,41,2.642439024390243
LN,DJI_0789,83.25999999999999,30,34,21,5,41,1.030731707317073
LN,DJI_0789,147.51999999999998,30,34,21,6,41,2.5980487804878045
LN,DJI_0789,82.25999999999999,32,34,21,5,41,1.006341463414634
LN,DJI_0789,146.51999999999998,32,34,21,6,41,2.5736585365853655
LN,DJI_0789,81.25999999999999,34,34,21,5,41,0.9819512195121949
LN,DJI_0789,145.51999999999998,34,34,21,6,41,2.5492682926829264
LN,DJI_0789,81.25999999999999,36,34,21,5,41,0.9819512195121949
LN,DJI_0789,145.51999999999998,36,34,21,6,41,2.5492682926829264
LN,DJI_0789,81.25999999999999,38,34,21,5,41,0.9819512195121949
LN,DJI_0789,145.51999999999998,38,34,21,6,41,2.5492682926829264
LN,DJI_0789,81.25999999999999,40,34,21,5,41,0.9819512195121949
LN,DJI_0789,145.51999999999998,40,34,21,6,41,2.5492682926829264
LN,DJI_0789,81.88999999999999,30,36,21,5,41,0.9973170731707314
LN,DJI_0789,144.77999999999997,30,36,21,6,41,2.531219512195121
LN,DJI_0789,80.88999999999999,32,36,21,5,41,0.9729268292682923
LN,DJI_0789,143.77999999999997,32,36,21,6,41,2.506829268292682
LN,DJI_0789,79.88999999999999,34,36,21,5,41,0.9485365853658533
LN,DJI_0789,142.77999999999997,34,36,21,6,41,2.4824390243902434
LN,DJI_0789,79.88999999999999,36,36,21,5,41,0.9485365853658533
LN,DJI_0789,142.77999999999997,36,36,21,6,41,2.4824390243902434
LN,DJI_0789,79.88999999999999,38,36,21,5,41,0.9485365853658533
LN,DJI_0789,142.77999999999997,38,36,21,6,41,2.4824390243902434
LN,DJI_0789,79.88999999999999,40,36,21,5,41,0.9485365853658533
LN,DJI_0789,142.77999999999997,40,36,21,6,41,2.4824390243902434
LN,DJI_0789,81.16,30,38,21,5,41,0.9795121951219511
LN,DJI_0789,141.32,30,38,21,6,41,2.446829268292683
LN,DJI_0789,80.16,32,38,21,5,41,0.9551219512195122
LN,DJI_0789,140.32,32,38,21,6,41,2.422439024390244
LN,DJI_0789,79.16,34,38,21,5,41,0.9307317073170731
LN,DJI_0789,139.32,34,38,21,6,41,2.398048780487805
LN,DJI_0789,78.16,36,38,21,5,41,0.9063414634146341
LN,DJI_0789,138.32,36,38,21,6,41,2.3736585365853657
LN,DJI_0789,77.16,38,38,21,5,41,0.881951219512195
LN,DJI_0789,137.32,38,38,21,6,41,2.3492682926829267
LN,DJI_0789,77.16,40,38,21,5,41,0.881951219512195
LN,DJI_0789,137.32,40,38,21,6,41,2.3492682926829267
LN,DJI_0789,81.16,30,40,21,5,41,0.9795121951219511
LN,DJI_0789,141.32,30,40,21,6,41,2.446829268292683
LN,DJI_0789,80.16,32,40,21,5,41,0.9551219512195122
LN,DJI_0789,140.32,32,40,21,6,41,2.422439024390244
LN,DJI_0789,79.16,34,40,21,5,41,0.9307317073170731
LN,DJI_0789,139.32,34,40,21,6,41,2.398048780487805
LN,DJI_0789,78.16,36,40,21,5,41,0.9063414634146341
LN,DJI_0789,138.32,36,40,21,6,41,2.3736585365853657
LN,DJI_0789,77.16,38,40,21,5,41,0.881951219512195
LN,DJI_0789,137.32,38,40,21,6,41,2.3492682926829267
LN,DJI_0789,77.16,40,40,21,5,41,0.881951219512195
LN,DJI_0789,137.32,40,40,21,6,41,2.3492682926829267
DC,DJI_0124,157.24,30,30,20,5,126,0.247936507936508
DC,DJI_0124,289.48,30,30,20,6,126,1.2974603174603176
DC,DJI_0124,156.24,32,30,20,5,126,0.24000000000000007
DC,DJI_0124,288.48,32,30,20,6,126,1.2895238095238097
DC,DJI_0124,156.24,34,30,20,5,126,0.24000000000000007
DC,DJI_0124,288.48,34,30,20,6,126,1.2895238095238097
DC,DJI_0124,156.24,36,30,20,5,126,0.24000000000000007
DC,DJI_0124,288.48,36,30,20,6,126,1.2895238095238097
DC,DJI_0124,156.24,38,30,20,5,126,0.24000000000000007
DC,DJI_0124,288.48,38,30,20,6,126,1.2895238095238097
DC,DJI_0124,155.24,40,30,20,5,126,0.23206349206349214
DC,DJI_0124,287.48,40,30,20,6,126,1.2815873015873018
DC,DJI_0124,154.27,30,32,20,5,126,0.22436507936507943
DC,DJI_0124,282.54,30,32,20,6,126,1.2423809523809526
DC,DJI_0124,153.27,32,32,20,5,126,0.2164285714285715
DC,DJI_0124,281.54,32,32,20,6,126,1.2344444444444447
DC,DJI_0124,153.27,34,32,20,5,126,0.2164285714285715
DC,DJI_0124,281.54,34,32,20,6,126,1.2344444444444447
DC,DJI_0124,153.27,36,32,20,5,126,0.2164285714285715
DC,DJI_0124,281.54,36,32,20,6,126,1.2344444444444447
DC,DJI_0124,153.27,38,32,20,5,126,0.2164285714285715
DC,DJI_0124,281.54,38,32,20,6,126,1.2344444444444447
DC,DJI_0124,152.27,40,32,20,5,126,0.20849206349206356
DC,DJI_0124,280.54,40,32,20,6,126,1.2265079365079368
DC,DJI_0124,154.27,30,34,20,5,126,0.22436507936507943
DC,DJI_0124,282.54,30,34,20,6,126,1.2423809523809526
DC,DJI_0124,153.27,32,34,20,5,126,0.2164285714285715
DC,DJI_0124,281.54,32,34,20,6,126,1.2344444444444447
DC,DJI_0124,153.27,34,34,20,5,126,0.2164285714285715
DC,DJI_0124,281.54,34,34,20,6,126,1.2344444444444447
DC,DJI_0124,153.27,36,34,20,5,126,0.2164285714285715
DC,DJI_0124,281.54,36,34,20,6,126,1.2344444444444447
DC,DJI_0124,153.27,38,34,20,5,126,0.2164285714285715
DC,DJI_0124,281.54,38,34,20,6,126,1.2344444444444447
DC,DJI_0124,152.27,40,34,20,5,126,0.20849206349206356
DC,DJI_0124,280.54,40,34,20,6,126,1.2265079365079368
DC,DJI_0124,154.27,30,36,20,5,126,0.22436507936507943
DC,DJI_0124,282.54,30,36,20,6,126,1.2423809523809526
DC,DJI_0124,153.27,32,36,20,5,126,0.2164285714285715
DC,DJI_0124,281.54,32,36,20,6,126,1.2344444444444447
DC,DJI_0124,153.27,34,36,20,5,126,0.2164285714285715
DC,DJI_0124,281.54,34,36,20,6,126,1.2344444444444447
DC,DJI_0124,153.27,36,36,20,5,126,0.2164285714285715
DC,DJI_0124,281.54,36,36,20,6,126,1.2344444444444447
DC,DJI_0124,153.27,38,36,20,5,126,0.2164285714285715
DC,DJI_0124,281.54,38,36,20,6,126,1.2344444444444447
DC,DJI_0124,152.27,40,36,20,5,126,0.20849206349206356
DC,DJI_0124,280.54,40,36,20,6,126,1.2265079365079368
DC,DJI_0124,152.28000000000003,30,38,20,5,126,0.2085714285714288
DC,DJI_0124,276.56000000000006,30,38,20,6,126,1.1949206349206354
DC,DJI_0124,151.28000000000003,32,38,20,5,126,0.20063492063492086
DC,DJI_0124,275.56000000000006,32,38,20,6,126,1.1869841269841275
DC,DJI_0124,151.28000000000003,34,38,20,5,126,0.20063492063492086
DC,DJI_0124,275.56000000000006,34,38,20,6,126,1.1869841269841275
DC,DJI_0124,151.28000000000003,36,38,20,5,126,0.20063492063492086
DC,DJI_0124,275.56000000000006,36,38,20,6,126,1.1869841269841275
DC,DJI_0124,151.28000000000003,38,38,20,5,126,0.20063492063492086
DC,DJI_0124,275.56000000000006,38,38,20,6,126,1.1869841269841275
DC,DJI_0124,150.28000000000003,40,38,20,5,126,0.19269841269841292
DC,DJI_0124,274.56000000000006,40,38,20,6,126,1.1790476190476196
DC,DJI_0124,152.28000000000003,30,40,20,5,126,0.2085714285714288
DC,DJI_0124,276.56000000000006,30,40,20,6,126,1.1949206349206354
DC,DJI_0124,151.28000000000003,32,40,20,5,126,0.20063492063492086
DC,DJI_0124,275.56000000000006,32,40,20,6,126,1.1869841269841275
DC,DJI_0124,151.28000000000003,34,40,20,5,126,0.20063492063492086
DC,DJI_0124,275.56000000000006,34,40,20,6,126,1.1869841269841275
DC,DJI_0124,151.28000000000003,36,40,20,5,126,0.20063492063492086
DC,DJI_0124,275.56000000000006,36,40,20,6,126,1.1869841269841275
DC,DJI_0124,151.28000000000003,38,40,20,5,126,0.20063492063492086
DC,DJI_0124,275.56000000000006,38,40,20,6,126,1.1869841269841275
DC,DJI_0124,150.28000000000003,40,40,20,5,126,0.19269841269841292
DC,DJI_0124,274.56000000000006,40,40,20,6,126,1.1790476190476196
DC,DJI_0124,158.24,30,30,21,5,126,0.2558730158730159
DC,DJI_0124,290.48,30,30,21,6,126,1.3053968253968256
DC,DJI_0124,157.24,32,30,21,5,126,0.247936507936508
DC,DJI_0124,289.48,32,30,21,6,126,1.2974603174603176
DC,DJI_0124,157.24,34,30,21,5,126,0.247936507936508
DC,DJI_0124,289.48,34,30,21,6,126,1.2974603174603176
DC,DJI_0124,157.24,36,30,21,5,126,0.247936507936508
DC,DJI_0124,289.48,36,30,21,6,126,1.2974603174603176
DC,DJI_0124,157.24,38,30,21,5,126,0.247936507936508
DC,DJI_0124,289.48,38,30,21,6,126,1.2974603174603176
DC,DJI_0124,156.24,40,30,21,5,126,0.24000000000000007
DC,DJI_0124,288.48,40,30,21,6,126,1.2895238095238097
DC,DJI_0124,155.27,30,32,21,5,126,0.23230158730158737
DC,DJI_0124,283.54,30,32,21,6,126,1.2503174603174605
DC,DJI_0124,154.27,32,32,21,5,126,0.22436507936507943
DC,DJI_0124,282.54,32,32,21,6,126,1.2423809523809526
DC,DJI_0124,154.27,34,32,21,5,126,0.22436507936507943
DC,DJI_0124,282.54,34,32,21,6,126,1.2423809523809526
DC,DJI_0124,154.27,36,32,21,5,126,0.22436507936507943
DC,DJI_0124,282.54,36,32,21,6,126,1.2423809523809526
DC,DJI_0124,154.27,38,32,21,5,126,0.22436507936507943
DC,DJI_0124,282.54,38,32,21,6,126,1.2423809523809526
DC,DJI_0124,153.27,40,32,21,5,126,0.2164285714285715
DC,DJI_0124,281.54,40,32,21,6,126,1.2344444444444447
DC,DJI_0124,155.27,30,34,21,5,126,0.23230158730158737
DC,DJI_0124,283.54,30,34,21,6,126,1.2503174603174605
DC,DJI_0124,154.27,32,34,21,5,126,0.22436507936507943
DC,DJI_0124,282.54,32,34,21,6,126,1.2423809523809526
DC,DJI_0124,154.27,34,34,21,5,126,0.22436507936507943
DC,DJI_0124,282.54,34,34,21,6,126,1.2423809523809526
